PVSYST 7.2.15,,,,,
,File,File date,Description,,
Project,AL - Sheffield Utilities_Project.PRJ,08/06/22 11h41,AL - Sheffield Utilities,,
Geographical Site,AL - Tuscumbia_SA_TMY.SIT,08/06/22 11h41,AL - Tuscumbia;United States;North_America;,,
Meteo data,AL - Tuscumbia__SA_TMY.MET,08/06/22 11h39,AL - Tuscumbia;Solar Anywhere V3.5;TMY,,
Simulation variant,AL - Sheffield Utilities_Project.VC1,10/06/22 11h46,540W 35% Rev(A) with Shading Model,,
Simulation date,,10/06/22 11h46,,,
,,,,,
Simulation:,Hourly values, from 01/01/90, to 31/12/90 ,,
,,,,,
date,GlobInc,GlobEff,EArray,E_Grid,PR
    ,W/m²,W/m²,kW,kW,ratio
,,,,,
1/1/1990 0:00,0,0,0,-12.461,1
1/1/1990 1:00,0,0,0,-12.461,1
1/1/1990 2:00,0,0,0,-12.461,1
1/1/1990 3:00,0,0,0,-12.461,1
1/1/1990 4:00,0,0,0,-12.461,1
1/1/1990 5:00,0,0,0,-12.461,1
1/1/1990 6:00,0,0,0,-12.461,1
1/1/1990 7:00,115.48,91.221,1192.9,1157.8,0.8015
1/1/1990 8:00,623.69,607.49,7877.3,7615.6,0.9761
1/1/1990 9:00,654.72,645.61,8380.3,8087.4,0.9874
1/1/1990 10:00,603.63,597.33,7907.2,7642.3,1.0121
1/1/1990 11:00,559.86,555.39,7486.4,7244.3,1.0343
1/1/1990 12:00,532.09,526.95,7090.1,6868,1.0318
1/1/1990 13:00,546.27,536.75,7100.4,6877.8,1.0065
1/1/1990 14:00,330.19,319.05,4325.4,4220.1,1.0217
1/1/1990 15:00,215.79,203.69,2683.6,2621.5,0.9711
1/1/1990 16:00,42.538,30.56,396.47,368.2,0.6919
1/1/1990 17:00,0,0,0,-12.461,1
1/1/1990 18:00,0,0,0,-12.461,1
1/1/1990 19:00,0,0,0,-12.461,1
1/1/1990 20:00,0,0,0,-12.461,1
1/1/1990 21:00,0,0,0,-12.461,1
1/1/1990 22:00,0,0,0,-12.461,1
1/1/1990 23:00,0,0,0,-12.461,1
2/1/1990 0:00,0,0,0,-12.461,1
2/1/1990 1:00,0,0,0,-12.461,1
2/1/1990 2:00,0,0,0,-12.461,1
2/1/1990 3:00,0,0,0,-12.461,1
2/1/1990 4:00,0,0,0,-12.461,1
2/1/1990 5:00,0,0,0,-12.461,1
2/1/1990 6:00,0,0,0,-12.461,1
2/1/1990 7:00,116.92,90.727,1212.9,1179.1,0.8061
2/1/1990 8:00,627.37,611.02,8102.5,7833.4,0.9981
2/1/1990 9:00,619.14,609.48,8155.7,7882.9,1.0178
2/1/1990 10:00,591.95,584.81,7938.6,7677.4,1.0368
2/1/1990 11:00,534.78,530.47,7346.9,7118,1.064
2/1/1990 12:00,557.88,553.16,7616.1,7372.1,1.0563
2/1/1990 13:00,612.1,604.92,8111.8,7839.9,1.0239
2/1/1990 14:00,661.46,651.26,8587.2,8287.1,1.0015
2/1/1990 15:00,509.96,483.16,6372.3,6190,0.9703
2/1/1990 16:00,41.698,29.135,385.84,358.3,0.6869
2/1/1990 17:00,0,0,0,-12.461,1
2/1/1990 18:00,0,0,0,-12.461,1
2/1/1990 19:00,0,0,0,-12.461,1
2/1/1990 20:00,0,0,0,-12.461,1
2/1/1990 21:00,0,0,0,-12.461,1
2/1/1990 22:00,0,0,0,-12.461,1
2/1/1990 23:00,0,0,0,-12.461,1
3/1/1990 0:00,0,0,0,-12.461,1
3/1/1990 1:00,0,0,0,-12.461,1
3/1/1990 2:00,0,0,0,-12.461,1
3/1/1990 3:00,0,0,0,-12.461,1
3/1/1990 4:00,0,0,0,-12.461,1
3/1/1990 5:00,0,0,0,-12.461,1
3/1/1990 6:00,0,0,0,-12.461,1
3/1/1990 7:00,133.43,102.67,1392.1,1356,0.8124
3/1/1990 8:00,564.17,548.65,7399.6,7169,1.0158
3/1/1990 9:00,653.52,644,8584,8285.9,1.0135
3/1/1990 10:00,596.66,590.2,7994.3,7730,1.0356
3/1/1990 11:00,554.43,550.17,7582.8,7340.6,1.0584
3/1/1990 12:00,558.28,553.66,7573.9,7330.7,1.0497
3/1/1990 13:00,610.41,603.09,8052.9,7782.8,1.0192
3/1/1990 14:00,664.22,653.62,8542.7,8242.6,0.992
3/1/1990 15:00,505.58,479.2,6239,6060.3,0.9582
3/1/1990 16:00,44.31,32.881,429.85,401.77,0.7248
3/1/1990 17:00,0,0,0,-12.461,1
3/1/1990 18:00,0,0,0,-12.461,1
3/1/1990 19:00,0,0,0,-12.461,1
3/1/1990 20:00,0,0,0,-12.461,1
3/1/1990 21:00,0,0,0,-12.461,1
3/1/1990 22:00,0,0,0,-12.461,1
3/1/1990 23:00,0,0,0,-12.461,1
4/1/1990 0:00,0,0,0,-12.461,1
4/1/1990 1:00,0,0,0,-12.461,1
4/1/1990 2:00,0,0,0,-12.461,1
4/1/1990 3:00,0,0,0,-12.461,1
4/1/1990 4:00,0,0,0,-12.461,1
4/1/1990 5:00,0,0,0,-12.461,1
4/1/1990 6:00,0,0,0,-12.461,1
4/1/1990 7:00,128.36,99.208,1320.2,1284.6,0.8
4/1/1990 8:00,585.77,570.35,7520.8,7281.9,0.9937
4/1/1990 9:00,645.57,635.92,8325.2,8037.3,0.9952
4/1/1990 10:00,615.34,608.77,8027,7754.4,1.0074
4/1/1990 11:00,565.43,560.98,7506.9,7262.2,1.0267
4/1/1990 12:00,571.35,566.46,7548.4,7300.7,1.0215
4/1/1990 13:00,597.19,589.71,7659.2,7404.7,0.9912
4/1/1990 14:00,612.18,601.79,7710.2,7452.8,0.9732
4/1/1990 15:00,392.52,371.56,4784.7,4662.8,0.9496
4/1/1990 16:00,34.569,26.27,334.07,305.55,0.7066
4/1/1990 17:00,0,0,0,-12.461,1
4/1/1990 18:00,0,0,0,-12.461,1
4/1/1990 19:00,0,0,0,-12.461,1
4/1/1990 20:00,0,0,0,-12.461,1
4/1/1990 21:00,0,0,0,-12.461,1
4/1/1990 22:00,0,0,0,-12.461,1
4/1/1990 23:00,0,0,0,-12.461,1
5/1/1990 0:00,0,0,0,-12.461,1
5/1/1990 1:00,0,0,0,-12.461,1
5/1/1990 2:00,0,0,0,-12.461,1
5/1/1990 3:00,0,0,0,-12.461,1
5/1/1990 4:00,0,0,0,-12.461,1
5/1/1990 5:00,0,0,0,-12.461,1
5/1/1990 6:00,0,0,0,-12.461,1
5/1/1990 7:00,10.498,10.547,132.54,104.07,0.7925
5/1/1990 8:00,27.389,24.271,381.81,353.33,1.0312
5/1/1990 9:00,60.237,54.384,830.97,798.89,1.0602
5/1/1990 10:00,87.269,82.049,1153.2,1117.2,1.0234
5/1/1990 11:00,95.967,93.426,1263.3,1225.9,1.0211
5/1/1990 12:00,109.64,106.41,1445.8,1405.7,1.0249
5/1/1990 13:00,83.048,77.499,1092.5,1057.4,1.0178
5/1/1990 14:00,71.418,64.321,974.68,940.8,1.053
5/1/1990 15:00,30.608,28.004,392.8,363.94,0.9505
5/1/1990 16:00,21.866,19.337,241.75,213,0.7787
5/1/1990 17:00,0,0,0,-12.461,1
5/1/1990 18:00,0,0,0,-12.461,1
5/1/1990 19:00,0,0,0,-12.461,1
5/1/1990 20:00,0,0,0,-12.461,1
5/1/1990 21:00,0,0,0,-12.461,1
5/1/1990 22:00,0,0,0,-12.461,1
5/1/1990 23:00,0,0,0,-12.461,1
6/1/1990 0:00,0,0,0,-12.461,1
6/1/1990 1:00,0,0,0,-12.461,1
6/1/1990 2:00,0,0,0,-12.461,1
6/1/1990 3:00,0,0,0,-12.461,1
6/1/1990 4:00,0,0,0,-12.461,1
6/1/1990 5:00,0,0,0,-12.461,1
6/1/1990 6:00,0,0,0,-12.461,1
6/1/1990 7:00,15.965,14.961,181.46,152.22,0.7621
6/1/1990 8:00,151.86,143.14,1960.4,1910.3,1.0056
6/1/1990 9:00,99.502,91.013,1331.9,1291.8,1.0378
6/1/1990 10:00,157.97,149.57,2045.9,1993.5,1.0088
6/1/1990 11:00,140.26,136.65,1806.9,1758.9,1.0024
6/1/1990 12:00,105.1,102.13,1336.2,1295.7,0.9855
6/1/1990 13:00,227.03,216.81,2896.7,2825.3,0.9948
6/1/1990 14:00,223.13,212.43,2830.9,2761,0.9892
6/1/1990 15:00,355.4,335.8,4214.9,4106.1,0.9236
6/1/1990 16:00,26.718,23.185,281.83,252.17,0.7545
6/1/1990 17:00,0,0,0,-12.461,1
6/1/1990 18:00,0,0,0,-12.461,1
6/1/1990 19:00,0,0,0,-12.461,1
6/1/1990 20:00,0,0,0,-12.461,1
6/1/1990 21:00,0,0,0,-12.461,1
6/1/1990 22:00,0,0,0,-12.461,1
6/1/1990 23:00,0,0,0,-12.461,1
7/1/1990 0:00,0,0,0,-12.461,1
7/1/1990 1:00,0,0,0,-12.461,1
7/1/1990 2:00,0,0,0,-12.461,1
7/1/1990 3:00,0,0,0,-12.461,1
7/1/1990 4:00,0,0,0,-12.461,1
7/1/1990 5:00,0,0,0,-12.461,1
7/1/1990 6:00,0,0,0,-12.461,1
7/1/1990 7:00,13.501,13.445,164.73,135.43,0.8019
7/1/1990 8:00,98.111,91.436,1275.1,1236.3,1.0073
7/1/1990 9:00,268.98,256.88,3458.5,3373.3,1.0025
7/1/1990 10:00,424.34,414.16,5379,5229.3,0.9851
7/1/1990 11:00,493.5,488.32,6298.6,6106.5,0.9891
7/1/1990 12:00,516.21,511.16,6547.8,6342.9,0.9822
7/1/1990 13:00,553.01,544.74,6834.9,6615.7,0.9563
7/1/1990 14:00,583.67,571.81,7086.6,6854.5,0.9388
7/1/1990 15:00,409.28,387.61,4793.8,4665.4,0.9112
7/1/1990 16:00,62.65,39.167,475.36,445.37,0.5683
7/1/1990 17:00,0,0,0,-12.461,1
7/1/1990 18:00,0,0,0,-12.461,1
7/1/1990 19:00,0,0,0,-12.461,1
7/1/1990 20:00,0,0,0,-12.461,1
7/1/1990 21:00,0,0,0,-12.461,1
7/1/1990 22:00,0,0,0,-12.461,1
7/1/1990 23:00,0,0,0,-12.461,1
8/1/1990 0:00,0,0,0,-12.461,1
8/1/1990 1:00,0,0,0,-12.461,1
8/1/1990 2:00,0,0,0,-12.461,1
8/1/1990 3:00,0,0,0,-12.461,1
8/1/1990 4:00,0,0,0,-12.461,1
8/1/1990 5:00,0,0,0,-12.461,1
8/1/1990 6:00,0,0,0,-12.461,1
8/1/1990 7:00,9.558,9.6202,114.96,85.189,0.7125
8/1/1990 8:00,176.91,168.04,2235.3,2179.3,0.9847
8/1/1990 9:00,105.66,97.054,1400,1358.5,1.0278
8/1/1990 10:00,234.23,224.47,3013.2,2939.2,1.0031
8/1/1990 11:00,384.83,379.14,4942.5,4809.9,0.9991
8/1/1990 12:00,391.61,384.76,5030.1,4894.1,0.999
8/1/1990 13:00,86.641,81.263,1089.6,1052.4,0.971
8/1/1990 14:00,53.483,47.986,696.35,664.07,0.9926
8/1/1990 15:00,33.57,30.631,413.05,383.1,0.9123
8/1/1990 16:00,41.802,32.468,395.08,365.29,0.6985
8/1/1990 17:00,0,0,0,-12.461,1
8/1/1990 18:00,0,0,0,-12.461,1
8/1/1990 19:00,0,0,0,-12.461,1
8/1/1990 20:00,0,0,0,-12.461,1
8/1/1990 21:00,0,0,0,-12.461,1
8/1/1990 22:00,0,0,0,-12.461,1
8/1/1990 23:00,0,0,0,-12.461,1
9/1/1990 0:00,0,0,0,-12.461,1
9/1/1990 1:00,0,0,0,-12.461,1
9/1/1990 2:00,0,0,0,-12.461,1
9/1/1990 3:00,0,0,0,-12.461,1
9/1/1990 4:00,0,0,0,-12.461,1
9/1/1990 5:00,0,0,0,-12.461,1
9/1/1990 6:00,0,0,0,-12.461,1
9/1/1990 7:00,114.07,90.231,1168.8,1133.4,0.7943
9/1/1990 8:00,591.4,576.06,7395.8,7157.7,0.9675
9/1/1990 9:00,652.55,643.14,8216.2,7929.1,0.9713
9/1/1990 10:00,614.23,607.49,7852.9,7585.9,0.9873
9/1/1990 11:00,573.26,568.7,7478.2,7231.6,1.0084
9/1/1990 12:00,560.95,556.46,7295.7,7058.1,1.0058
9/1/1990 13:00,613.39,606.38,7758.3,7495.3,0.9768
9/1/1990 14:00,668.5,658.44,8247.3,7954.1,0.9511
9/1/1990 15:00,572.12,543.43,6775.4,6563,0.917
9/1/1990 16:00,73.031,46.077,575.99,545.82,0.5975
9/1/1990 17:00,0,0,0,-12.461,1
9/1/1990 18:00,0,0,0,-12.461,1
9/1/1990 19:00,0,0,0,-12.461,1
9/1/1990 20:00,0,0,0,-12.461,1
9/1/1990 21:00,0,0,0,-12.461,1
9/1/1990 22:00,0,0,0,-12.461,1
9/1/1990 23:00,0,0,0,-12.461,1
10/1/1990 0:00,0,0,0,-12.461,1
10/1/1990 1:00,0,0,0,-12.461,1
10/1/1990 2:00,0,0,0,-12.461,1
10/1/1990 3:00,0,0,0,-12.461,1
10/1/1990 4:00,0,0,0,-12.461,1
10/1/1990 5:00,0,0,0,-12.461,1
10/1/1990 6:00,0,0,0,-12.461,1
10/1/1990 7:00,10.481,10.521,127.98,98.617,0.7522
10/1/1990 8:00,45.264,40.626,611.41,580.73,1.0256
10/1/1990 9:00,50.054,45.068,663.58,632.01,1.0094
10/1/1990 10:00,92.604,87.025,1186.6,1148.5,0.9914
10/1/1990 11:00,92.833,90.318,1177.5,1139.4,0.9811
10/1/1990 12:00,91.375,88.738,1152.9,1115,0.9754
10/1/1990 13:00,79.941,74.763,1008.3,972.35,0.9723
10/1/1990 14:00,48.676,43.649,633.94,602.5,0.9894
10/1/1990 15:00,28.157,25.403,352.31,322.57,0.9158
10/1/1990 16:00,7.8163,8.0371,93.839,63.682,0.6513
10/1/1990 17:00,0,0,0,-12.461,1
10/1/1990 18:00,0,0,0,-12.461,1
10/1/1990 19:00,0,0,0,-12.461,1
10/1/1990 20:00,0,0,0,-12.461,1
10/1/1990 21:00,0,0,0,-12.461,1
10/1/1990 22:00,0,0,0,-12.461,1
10/1/1990 23:00,0,0,0,-12.461,1
11/1/1990 0:00,0,0,0,-12.461,1
11/1/1990 1:00,0,0,0,-12.461,1
11/1/1990 2:00,0,0,0,-12.461,1
11/1/1990 3:00,0,0,0,-12.461,1
11/1/1990 4:00,0,0,0,-12.461,1
11/1/1990 5:00,0,0,0,-12.461,1
11/1/1990 6:00,0,0,0,-12.461,1
11/1/1990 7:00,84.296,68.303,885.13,853.18,0.8091
11/1/1990 8:00,517.91,502.62,6566.1,6370.6,0.9833
11/1/1990 9:00,531.02,519.18,6816.9,6607.2,0.9946
11/1/1990 10:00,597.45,588.79,7709.4,7452,0.9971
11/1/1990 11:00,534.48,529.52,7037,6814.9,1.0192
11/1/1990 12:00,553.73,548.83,7281.5,7046.7,1.0173
11/1/1990 13:00,592.37,583.25,7570.1,7319.1,0.9877
11/1/1990 14:00,470.11,457.74,5988.9,5816.8,0.9891
11/1/1990 15:00,498.24,472.49,6023.5,5849.1,0.9385
11/1/1990 16:00,73.726,46.117,583.65,553.81,0.6005
11/1/1990 17:00,0,0,0,-12.461,1
11/1/1990 18:00,0,0,0,-12.461,1
11/1/1990 19:00,0,0,0,-12.461,1
11/1/1990 20:00,0,0,0,-12.461,1
11/1/1990 21:00,0,0,0,-12.461,1
11/1/1990 22:00,0,0,0,-12.461,1
11/1/1990 23:00,0,0,0,-12.461,1
12/1/1990 0:00,0,0,0,-12.461,1
12/1/1990 1:00,0,0,0,-12.461,1
12/1/1990 2:00,0,0,0,-12.461,1
12/1/1990 3:00,0,0,0,-12.461,1
12/1/1990 4:00,0,0,0,-12.461,1
12/1/1990 5:00,0,0,0,-12.461,1
12/1/1990 6:00,0,0,0,-12.461,1
12/1/1990 7:00,88.718,71.909,945.71,913.83,0.8234
12/1/1990 8:00,500.6,485.31,6443.4,6256.5,0.9991
12/1/1990 9:00,525.39,512.98,6800.7,6593.2,1.0032
12/1/1990 10:00,305.23,296.81,4017.2,3919.8,1.0266
12/1/1990 11:00,537.77,532.25,7059.2,6835.3,1.016
12/1/1990 12:00,573.78,568.84,7511.4,7263.6,1.012
12/1/1990 13:00,637.11,630.02,8077.6,7796.4,0.9782
12/1/1990 14:00,684.74,674.68,8467.2,8161.2,0.9528
12/1/1990 15:00,610.74,580.83,7240,7004.4,0.9168
12/1/1990 16:00,109.38,70.496,888.11,854.93,0.6248
12/1/1990 17:00,0,0,0,-12.461,1
12/1/1990 18:00,0,0,0,-12.461,1
12/1/1990 19:00,0,0,0,-12.461,1
12/1/1990 20:00,0,0,0,-12.461,1
12/1/1990 21:00,0,0,0,-12.461,1
12/1/1990 22:00,0,0,0,-12.461,1
12/1/1990 23:00,0,0,0,-12.461,1
13/01/90 00:00,0,0,0,-12.461,1
13/01/90 01:00,0,0,0,-12.461,1
13/01/90 02:00,0,0,0,-12.461,1
13/01/90 03:00,0,0,0,-12.461,1
13/01/90 04:00,0,0,0,-12.461,1
13/01/90 05:00,0,0,0,-12.461,1
13/01/90 06:00,0,0,0,-12.461,1
13/01/90 07:00,14.472,14.355,183.75,155.56,0.8593
13/01/90 08:00,307.73,295.21,3999,3903.8,1.0141
13/01/90 09:00,323.88,313.36,4236.9,4133.5,1.0202
13/01/90 10:00,437.21,427.16,5707.9,5549.1,1.0146
13/01/90 11:00,396.85,390.43,5262.5,5122.3,1.0318
13/01/90 12:00,531.34,525.56,6980.3,6760.4,1.0171
13/01/90 13:00,550.51,541.84,7065.8,6841.5,0.9934
13/01/90 14:00,630.08,618.94,7899.4,7629.6,0.968
13/01/90 15:00,513.62,487.28,6216.7,6034,0.9391
13/01/90 16:00,94.647,59.152,759.9,728.59,0.6154
13/01/90 17:00,0,0,0,-12.461,1
13/01/90 18:00,0,0,0,-12.461,1
13/01/90 19:00,0,0,0,-12.461,1
13/01/90 20:00,0,0,0,-12.461,1
13/01/90 21:00,0,0,0,-12.461,1
13/01/90 22:00,0,0,0,-12.461,1
13/01/90 23:00,0,0,0,-12.461,1
14/01/90 00:00,0,0,0,-12.461,1
14/01/90 01:00,0,0,0,-12.461,1
14/01/90 02:00,0,0,0,-12.461,1
14/01/90 03:00,0,0,0,-12.461,1
14/01/90 04:00,0,0,0,-12.461,1
14/01/90 05:00,0,0,0,-12.461,1
14/01/90 06:00,0,0,0,-12.461,1
14/01/90 07:00,95.952,79.035,1052.4,1019.8,0.8496
14/01/90 08:00,586.37,569.95,7491.7,7252.9,0.9888
14/01/90 09:00,675.84,666.07,8666.8,8357.3,0.9885
14/01/90 10:00,638.48,631.63,8312.2,8022.6,1.0044
14/01/90 11:00,592.13,587.48,7851.7,7587.8,1.0244
14/01/90 12:00,594.59,589.85,7853.8,7589,1.0203
14/01/90 13:00,643.26,636.07,8253.9,7964.5,0.9897
14/01/90 14:00,680.66,670.43,8545.9,8238.5,0.9676
14/01/90 15:00,607.7,577.38,7324,7086.8,0.9322
14/01/90 16:00,100.54,69.427,890.84,858.08,0.6822
14/01/90 17:00,0,0,0,-12.461,1
14/01/90 18:00,0,0,0,-12.461,1
14/01/90 19:00,0,0,0,-12.461,1
14/01/90 20:00,0,0,0,-12.461,1
14/01/90 21:00,0,0,0,-12.461,1
14/01/90 22:00,0,0,0,-12.461,1
14/01/90 23:00,0,0,0,-12.461,1
15/01/90 00:00,0,0,0,-12.461,1
15/01/90 01:00,0,0,0,-12.461,1
15/01/90 02:00,0,0,0,-12.461,1
15/01/90 03:00,0,0,0,-12.461,1
15/01/90 04:00,0,0,0,-12.461,1
15/01/90 05:00,0,0,0,-12.461,1
15/01/90 06:00,0,0,0,-12.461,1
15/01/90 07:00,110.97,89.274,1181.3,1147.1,0.8263
15/01/90 08:00,591.2,574.5,7577.3,7334.5,0.9917
15/01/90 09:00,690.21,680,8874.3,8552.7,0.9906
15/01/90 10:00,641.37,634.7,8399.3,8106.1,1.0103
15/01/90 11:00,588.33,583.65,7880.1,7616.8,1.0349
15/01/90 12:00,596.19,591.4,7953.4,7685.1,1.0304
15/01/90 13:00,641.22,633.99,8313,8022.5,1.0001
15/01/90 14:00,676.79,665.93,8564.6,8257.8,0.9754
15/01/90 15:00,546.35,518.05,6675.3,6472.5,0.947
15/01/90 16:00,132.78,76.032,979.42,946.22,0.5697
15/01/90 17:00,0,0,0,-12.461,1
15/01/90 18:00,0,0,0,-12.461,1
15/01/90 19:00,0,0,0,-12.461,1
15/01/90 20:00,0,0,0,-12.461,1
15/01/90 21:00,0,0,0,-12.461,1
15/01/90 22:00,0,0,0,-12.461,1
15/01/90 23:00,0,0,0,-12.461,1
16/01/90 00:00,0,0,0,-12.461,1
16/01/90 01:00,0,0,0,-12.461,1
16/01/90 02:00,0,0,0,-12.461,1
16/01/90 03:00,0,0,0,-12.461,1
16/01/90 04:00,0,0,0,-12.461,1
16/01/90 05:00,0,0,0,-12.461,1
16/01/90 06:00,0,0,0,-12.461,1
16/01/90 07:00,10.42,10.416,133.64,105.73,0.8111
16/01/90 08:00,49.127,44.05,701.68,671.6,1.0928
16/01/90 09:00,79.311,71.865,1113.4,1078.8,1.0874
16/01/90 10:00,120.39,113.31,1627.2,1585.2,1.0526
16/01/90 11:00,101.48,98.69,1351.7,1313.6,1.0348
16/01/90 12:00,93.646,91.041,1239.6,1202.9,1.0268
16/01/90 13:00,76.902,72.114,1015.1,981.27,1.02
16/01/90 14:00,55.884,50.321,762.47,731.21,1.046
16/01/90 15:00,44.31,39.544,611.56,581.72,1.0495
16/01/90 16:00,9.4944,9.8582,124.66,96.488,0.8124
16/01/90 17:00,0,0,0,-12.461,1
16/01/90 18:00,0,0,0,-12.461,1
16/01/90 19:00,0,0,0,-12.461,1
16/01/90 20:00,0,0,0,-12.461,1
16/01/90 21:00,0,0,0,-12.461,1
16/01/90 22:00,0,0,0,-12.461,1
16/01/90 23:00,0,0,0,-12.461,1
17/01/90 00:00,0,0,0,-12.461,1
17/01/90 01:00,0,0,0,-12.461,1
17/01/90 02:00,0,0,0,-12.461,1
17/01/90 03:00,0,0,0,-12.461,1
17/01/90 04:00,0,0,0,-12.461,1
17/01/90 05:00,0,0,0,-12.461,1
17/01/90 06:00,0,0,0,-12.461,1
17/01/90 07:00,45.013,38.302,494.99,466.4,0.8283
17/01/90 08:00,40.214,36.244,561.11,532.02,1.0576
17/01/90 09:00,99.39,90.643,1392.4,1353.9,1.0889
17/01/90 10:00,120.37,113.29,1621.4,1579.3,1.0488
17/01/90 11:00,126.96,123.51,1693.4,1649.9,1.0388
17/01/90 12:00,95.658,93.014,1267,1229.9,1.0278
17/01/90 13:00,78.829,73.964,1041,1006.9,1.0211
17/01/90 14:00,74.065,66.978,1010.4,976.44,1.0539
17/01/90 15:00,49.94,44.669,686.45,655.8,1.0497
17/01/90 16:00,17.547,17.549,224.34,195.99,0.8929
17/01/90 17:00,0,0,0,-12.461,1
17/01/90 18:00,0,0,0,-12.461,1
17/01/90 19:00,0,0,0,-12.461,1
17/01/90 20:00,0,0,0,-12.461,1
17/01/90 21:00,0,0,0,-12.461,1
17/01/90 22:00,0,0,0,-12.461,1
17/01/90 23:00,0,0,0,-12.461,1
18/01/90 00:00,0,0,0,-12.461,1
18/01/90 01:00,0,0,0,-12.461,1
18/01/90 02:00,0,0,0,-12.461,1
18/01/90 03:00,0,0,0,-12.461,1
18/01/90 04:00,0,0,0,-12.461,1
18/01/90 05:00,0,0,0,-12.461,1
18/01/90 06:00,0,0,0,-12.461,1
18/01/90 07:00,88.732,72.031,950.62,918.87,0.8278
18/01/90 08:00,491.28,475.68,6372.1,6189.9,1.0072
18/01/90 09:00,664.92,653.86,8578.2,8275.1,0.9948
18/01/90 10:00,644.52,637.54,8440,8144.3,1.0101
18/01/90 11:00,610.41,605.66,8161.7,7881.9,1.0322
18/01/90 12:00,609.98,605.07,8099.2,7822.3,1.0251
18/01/90 13:00,626.1,618.5,8130.3,7850.7,1.0024
18/01/90 14:00,634.08,622.02,8101.9,7824.1,0.9864
18/01/90 15:00,391,369.08,4912.8,4788.2,0.9789
18/01/90 16:00,28.874,27.549,359.38,331.01,0.9164
18/01/90 17:00,0,0,0,-12.461,1
18/01/90 18:00,0,0,0,-12.461,1
18/01/90 19:00,0,0,0,-12.461,1
18/01/90 20:00,0,0,0,-12.461,1
18/01/90 21:00,0,0,0,-12.461,1
18/01/90 22:00,0,0,0,-12.461,1
18/01/90 23:00,0,0,0,-12.461,1
19/01/90 00:00,0,0,0,-12.461,1
19/01/90 01:00,0,0,0,-12.461,1
19/01/90 02:00,0,0,0,-12.461,1
19/01/90 03:00,0,0,0,-12.461,1
19/01/90 04:00,0,0,0,-12.461,1
19/01/90 05:00,0,0,0,-12.461,1
19/01/90 06:00,0,0,0,-12.461,1
19/01/90 07:00,12.38,12.34,158.9,130.98,0.8457
19/01/90 08:00,37.754,33.595,540.24,511.51,1.083
19/01/90 09:00,67.849,61.341,957.62,925.22,1.0901
19/01/90 10:00,193.92,184.79,2645.5,2585.4,1.0658
19/01/90 11:00,154.36,150.64,2102.2,2053,1.0632
19/01/90 12:00,375.33,369.08,5125.6,4995.7,1.064
19/01/90 13:00,581.86,572.28,7698.3,7446.8,1.0231
19/01/90 14:00,670.74,660.43,8611.4,8305.3,0.9898
19/01/90 15:00,596.46,567.38,7409.8,7173.1,0.9614
19/01/90 16:00,98.707,67.797,898.1,866.49,0.7017
19/01/90 17:00,0,0,0,-12.461,1
19/01/90 18:00,0,0,0,-12.461,1
19/01/90 19:00,0,0,0,-12.461,1
19/01/90 20:00,0,0,0,-12.461,1
19/01/90 21:00,0,0,0,-12.461,1
19/01/90 22:00,0,0,0,-12.461,1
19/01/90 23:00,0,0,0,-12.461,1
20/01/90 00:00,0,0,0,-12.461,1
20/01/90 01:00,0,0,0,-12.461,1
20/01/90 02:00,0,0,0,-12.461,1
20/01/90 03:00,0,0,0,-12.461,1
20/01/90 04:00,0,0,0,-12.461,1
20/01/90 05:00,0,0,0,-12.461,1
20/01/90 06:00,0,0,0,-12.461,1
20/01/90 07:00,117.47,95.262,1290.8,1256.4,0.855
20/01/90 08:00,624.45,608.12,8140.2,7870.1,1.0075
20/01/90 09:00,686.32,677.09,9045,8720.5,1.0157
20/01/90 10:00,647.94,641.16,8703.6,8399.2,1.0362
20/01/90 11:00,600.69,595.99,8245.5,7967.5,1.0603
20/01/90 12:00,592.91,588.26,8111.9,7840.8,1.0571
20/01/90 13:00,648.05,641.23,8622.4,8320.2,1.0263
20/01/90 14:00,697.32,687.13,9048.1,8718.5,0.9995
20/01/90 15:00,637.23,607.86,7951.5,7687.1,0.9643
20/01/90 16:00,147.53,93.195,1235.3,1200.3,0.6503
20/01/90 17:00,0,0,0,-12.461,1
20/01/90 18:00,0,0,0,-12.461,1
20/01/90 19:00,0,0,0,-12.461,1
20/01/90 20:00,0,0,0,-12.461,1
20/01/90 21:00,0,0,0,-12.461,1
20/01/90 22:00,0,0,0,-12.461,1
20/01/90 23:00,0,0,0,-12.461,1
21/01/90 00:00,0,0,0,-12.461,1
21/01/90 01:00,0,0,0,-12.461,1
21/01/90 02:00,0,0,0,-12.461,1
21/01/90 03:00,0,0,0,-12.461,1
21/01/90 04:00,0,0,0,-12.461,1
21/01/90 05:00,0,0,0,-12.461,1
21/01/90 06:00,0,0,0,-12.461,1
21/01/90 07:00,103.35,85.121,1149.5,1116.7,0.8637
21/01/90 08:00,603.81,587.39,7818,7565.1,1.0015
21/01/90 09:00,691.03,680.39,8946.8,8622.6,0.9975
21/01/90 10:00,642.51,635.05,8417.8,8123.5,1.0107
21/01/90 11:00,578.31,573.48,7748.1,7492.4,1.0356
21/01/90 12:00,585.19,580.35,7807.8,7547.9,1.0311
21/01/90 13:00,634.17,626.43,8236.2,7950.3,1.0021
21/01/90 14:00,637.29,626.53,8101.6,7822.9,0.9813
21/01/90 15:00,557.65,530.99,6861.9,6649.9,0.9532
